Address,CommandResponse,ControlMode,ControlScheme,CRC,DataLength,FunctionCode,InvalidDataLength,InvalidFunctionCode,PIDCycleTime,PIDDeadband,PIDGain,PIDRate,PIDReset,PipelinePSI,PumpState,SetPoint,SolenoidState,TimeInterval,deltaPIDCycleTime,deltaPIDDeadband,deltaPIDGain,deltaPIDRate,deltaPIDReset,deltaPipelinePSI,deltaSetPoint, Label
0x4,Response,X,X,3432,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.18390805,OffPumpState,0.0,OffSolenoidState,538,0.0,0.0,0.0,0.0,0.0,0.18390805,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,634,0.0,0.0,0.0,0.0,0.0,-0.18390805,0.0,Good
0x4,Response,X,X,3534,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,680,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3438,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,563,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,798,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,574,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,673,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,679,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,643,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3438,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,641,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,796,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,600,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,656,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3534,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,670,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,644,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,604,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,577,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,758,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,529,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,674,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3441,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,715,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3438,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,573,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,638,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3438,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,565,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3438,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,613,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,674,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3433,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.18390805,OffPumpState,0.0,OffSolenoidState,604,0.0,0.0,0.0,0.0,0.0,0.18390805,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,646,0.0,0.0,0.0,0.0,0.0,-0.18390805,0.0,Good
0x4,Response,X,X,3341,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.1724138,OffPumpState,0.0,OffSolenoidState,564,0.0,0.0,0.0,0.0,0.0,0.1724138,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,768,0.0,0.0,0.0,0.0,0.0,-0.1724138,0.0,Good
0x4,Response,X,X,3432,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.18390805,OffPumpState,0.0,OffSolenoidState,555,0.0,0.0,0.0,0.0,0.0,0.18390805,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,646,0.0,0.0,0.0,0.0,0.0,-0.18390805,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,716,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,682,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,640,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,794,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,537,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,674,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3431,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.18390805,OffPumpState,0.0,OffSolenoidState,715,0.0,0.0,0.0,0.0,0.0,0.18390805,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,647,0.0,0.0,0.0,0.0,0.0,-0.18390805,0.0,Good
0x4,Response,X,X,3433,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.18390805,OffPumpState,0.0,OffSolenoidState,639,0.0,0.0,0.0,0.0,0.0,0.18390805,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,758,0.0,0.0,0.0,0.0,0.0,-0.18390805,0.0,Good
0x4,Response,X,X,3432,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.18390805,OffPumpState,0.0,OffSolenoidState,603,0.0,0.0,0.0,0.0,0.0,0.18390805,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,728,0.0,0.0,0.0,0.0,0.0,-0.18390805,0.0,Good
0x4,Response,X,X,3438,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,715,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,638,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,604,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3541,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.21839081,OffPumpState,0.0,OffSolenoidState,529,0.0,0.0,0.0,0.0,0.0,0.21839081,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,768,0.0,0.0,0.0,0.0,0.0,-0.21839081,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,631,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,643,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,652,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,673,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,498,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,638,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3541,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.21839081,OffPumpState,0.0,OffSolenoidState,565,0.0,0.0,0.0,0.0,0.0,0.21839081,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,686,0.0,0.0,0.0,0.0,0.0,-0.21839081,0.0,Good
0x4,Response,X,X,3632,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.22988506,OffPumpState,0.0,OffSolenoidState,610,0.0,0.0,0.0,0.0,0.0,0.22988506,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,638,0.0,0.0,0.0,0.0,0.0,-0.22988506,0.0,Good
0x4,Response,X,X,3542,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.21839081,OffPumpState,0.0,OffSolenoidState,641,0.0,0.0,0.0,0.0,0.0,0.21839081,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,647,0.0,0.0,0.0,0.0,0.0,-0.21839081,0.0,Good
0x4,Response,X,X,3432,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.18390805,OffPumpState,0.0,OffSolenoidState,538,0.0,0.0,0.0,0.0,0.0,0.18390805,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,637,0.0,0.0,0.0,0.0,0.0,-0.18390805,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,528,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,754,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,603,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,656,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3532,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,715,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,673,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,529,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3534,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,603,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,656,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3441,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,554,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,647,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,640,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,657,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3541,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.21839081,OffPumpState,0.0,OffSolenoidState,555,0.0,0.0,0.0,0.0,0.0,0.21839081,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,720,0.0,0.0,0.0,0.0,0.0,-0.21839081,0.0,Good
0x4,Response,X,X,3639,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.2413793,OffPumpState,0.0,OffSolenoidState,568,0.0,0.0,0.0,0.0,0.0,0.2413793,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,759,0.0,0.0,0.0,0.0,0.0,-0.2413793,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,751,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,573,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,674,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3339,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.1724138,OffPumpState,0.0,OffSolenoidState,528,0.0,0.0,0.0,0.0,0.0,0.1724138,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,797,0.0,0.0,0.0,0.0,0.0,-0.1724138,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,640,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,656,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,632,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,643,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3541,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.21839081,OffPumpState,0.0,OffSolenoidState,568,0.0,0.0,0.0,0.0,0.0,0.21839081,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,759,0.0,0.0,0.0,0.0,0.0,-0.21839081,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,573,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,638,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,565,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,647,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3533,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.20689654,OffPumpState,0.0,OffSolenoidState,573,0.0,0.0,0.0,0.0,0.0,0.20689654,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,638,0.0,0.0,0.0,0.0,0.0,-0.20689654,0.0,Good
0x4,Response,X,X,3438,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,563,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,683,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,568,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,727,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3339,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.1724138,OffPumpState,0.0,OffSolenoidState,644,0.0,0.0,0.0,0.0,0.0,0.1724138,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,634,0.0,0.0,0.0,0.0,0.0,-0.1724138,0.0,Good
0x4,Response,X,X,3439,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.19540231,OffPumpState,0.0,OffSolenoidState,679,0.0,0.0,0.0,0.0,0.0,0.19540231,0.0,Good
0x4,Response,X,X,4536,4,0x10,X,X,0.0,0.0,0.0,0.0,0.0,0.0,X,0.0,X,643,0.0,0.0,0.0,0.0,0.0,-0.19540231,0.0,Good
0x4,Response,X,X,3339,19,0x3,X,X,0.0,0.0,0.0,0.0,0.0,0.1724138,OffPumpState,0.0,OffSolenoidState,529,0.0,0.0,0.0,0.0,0.0,0.1724138,0.0,Good
